LSOA21CD,log_voa_rv_2023,rv_per_working_age,sme_density,qualification_index,firm_size_diversity,rv_per_employee,sme_qual_interaction,employment_quality,modern_sector_leverage,asset_growth_diversity,lsoa_total_employed,lsoa_home_or_no_fixed_count,lsoa_home_or_no_fixed_share,lsoa_workplace_commuters,lsoa_same_lsoa_worker_count,lsoa_same_lsoa_work_share,lsoa_out_commute_share,lsoa_workers_at_workplace,lsoa_inbound_worker_count,lsoa_local_worker_share,lsoa_in_commute_share,lsoa_outbound_from_swindon_count,lsoa_outbound_from_swindon_share,lsoa_inbound_to_swindon_count,lsoa_inbound_to_swindon_share
E01015471,-0.009169276555379172,-0.022176853070656383,-0.013906089713176195,-0.012322904666264881,-0.07104863077402117,0.008982058862845236,0.001964668929576918,-0.09190967530012124,0.04518044640620541,-0.0003521705667178428,0.10301574468612677,0.040088304877281176,0.01668527896205574,0.014697874089082186,0.06511007497708003,-0.03358278324206676,0.0024711966514587846,-0.18812067831555992,-0.19016092767318082,0.1187601884206136,-0.009979431827863058,0.009917524456978022,0.0018845240275065696,-0.3183446039756141,0.0005513181289035588
E01015473,0.22923687199751552,0.13058745811382919,0.03928385799129811,-0.019142927229404434,0.546787532667319,0.04633169074853279,0.01224143405755355,0.02960803086558994,-0.0029984916249911433,0.01810597628355019,0.036421006917953504,-0.030223545183738192,0.04929940626025194,-0.009459275255600641,-0.24045279522736882,0.028301928689082583,-0.09683958441019043,0.7964605713884035,0.6554081514477729,0.030953220029671824,-0.002179096639156312,-0.016124051312605598,0.00289610773324959,0.7865805879235267,-7.638831933332035e-05
E01015475,0.1108193988601367,0.026335176328817916,0.027120367189248373,0.0066185827056567765,-0.031986642380555486,0.09870936224857974,-0.016369579235712733,0.09424426158269254,0.06538729717334106,0.048786560446023884,0.06932107607523601,0.07391145999232933,0.08189203143119816,0.13827846348285674,-0.006794793903827682,-0.014643410841623869,0.02523144682248435,0.10124992827574412,0.036713946859041835,-0.009370413422584564,-0.010194464027881637,0.04004136274258285,0.08242466201384861,0.045729255676269544,0.007807886600494474
E01015477,0.009721997628609294,-0.05730320587754245,-0.007710057000319237,0.0076793342828750015,-0.03421308398246762,-0.08748530124624561,-0.012293891112009772,0.04002291013797136,-0.006011759241422092,-0.008383930226167013,-0.04740341752767555,-0.0037012279033662074,-0.0326634531219799,0.0051156197985012435,-0.030619952579339287,-0.010013825446367234,-0.0006406928102176875,0.1085495710372925,0.0439619662861029,-0.028477630019187943,-0.013345918059349074,-0.038640238096316525,-0.0015225077668826377,0.11619073202212664,-0.0401269743839899
E01015478,0.10909097815553337,0.3823836425940197,0.0070071915785470855,0.0018255646030108281,0.03099049702286723,-0.06207317709922785,0.0025160223245620137,0.12011528263489406,0.0047409385442733765,0.015448122223218341,0.018122714261213996,0.010493881007035485,0.025893467168013256,0.007934425274530884,0.11760394076506309,-0.004668108622233029,0.1657627349098524,0.18385665565729145,0.46481408029794685,0.038776286939780004,0.025439939896265695,0.004375738402207692,0.015863280495007775,0.2400850688417752,0.015693298478921314
E01015479,0.06823078542947762,0.0728384345769882,-0.04088071783383677,-0.0005547876159349338,0.17435850203037248,-0.018651875356833065,-0.0077208141485851645,0.04736027667919799,1.3811886310444166e-05,-0.05009732047716753,0.07363326946894329,0.017466901242733163,-0.08449834287166591,-0.011649622023105636,-0.147125034282605,0.03897158304850253,-0.00032132814327878734,0.5264758447806042,0.4225454116861025,-0.033633919556935434,-0.014667958517869284,-0.010535507400830793,-0.011057230581839642,0.661604805290699,0.011085935433705618
E01015480,0.05119392921527233,0.0019667228062947295,-0.012215011318524796,0.004836502919594403,-0.04136868417263025,-0.08373310466607409,-0.02016006459792452,-0.05354598661263784,-0.0006832073132196914,0.00017967075109481812,0.06787518163522092,-0.013887410859266739,-0.0402848601341248,0.004139291246732106,0.0015273710091907589,-0.022364605466524818,0.016538703441619933,-0.1297978972395261,-0.07147562528649964,-0.027583996951580092,0.0011209783454736815,0.014112014075120305,-0.009975815812746758,-0.23236375947793322,-0.0007990904152392897
E01015481,-0.0032816718022028457,-0.011903280516465461,-0.0057645668586095615,0.002507116397221972,0.003206471602121989,0.00629191497961686,-0.01722931265830992,0.021085536728302563,-0.01024203871687246,-0.009927411377429992,0.020594397683938375,0.005849684278170268,-0.014082039892673537,0.0021149357159933047,0.022771386305491175,-0.004937752087911029,0.012616600096225783,-0.08814787417650212,-0.07777679190039637,-0.021588059763113582,-0.011792440215746547,-0.0007451171676319627,-0.004613232364257221,-0.2405808637539546,-0.002826104064782564
E01015482,-0.14982110907634097,-0.04669986267884574,0.050784303744633906,0.011428412795066937,0.04388660465677593,0.17083052620291705,-0.01728612283865612,-0.16609853406747174,0.05677587762475015,0.03486406753460584,-0.04890231316288318,0.055876136571168855,0.00898478627204898,0.0034291975200175795,0.018369038651386838,0.017789182563622646,0.004158500830332497,0.2525217220187188,0.150246562808752,0.04060634002089506,0.061081630239884,0.011052193244298106,-0.01053367704153052,0.43052795430024465,0.009344994525114503
E01015483,-0.06686977917949366,-0.03254229376713447,-0.006058249870936061,0.01381461769342418,-0.004944861928622017,-0.008669937650362725,-0.023347214609384565,-0.14789103940129275,0.007776994009812688,-0.01009670719504352,-0.02388485024372744,-0.01375905026992171,0.0003035689393680781,-0.010209681342045437,0.06990255489945414,-0.04700755377610507,0.004934999843438555,-0.28597873747348784,-0.14970360298951454,0.04244691406687092,-0.003674960136413515,-0.0013202602664628877,-0.0024654934803645854,-0.3724232487380505,-0.03578672309716535
