LSOA21CD,MSOA21CD,asset_value_per_worker,log_median_hereditament_value,real_asset_value_growth,working_age_share,pct_level4plus,employment_to_pop,full_time_share,sme_share,enterprise_density,sector_diversity,log_gva_per_worker_2023
E01015471,E02006849,1701487177.7777777,24.21803076821753,9.103386853652644,0.6673989455184535,26.889279437609844,0.035149385,0.37037037037037035,0.9655172413793104,105.4481546572935,0.8961111111111111,12.145797025305598
E01015473,E02003219,1133588370.8906448,24.218948491027906,2.9818794139868965,0.6127698667891593,24.02388608176389,4.708314193844741,0.21949078138718173,0.9606741573033708,351.4010105649977,0.9216639313218028,10.785581146580652
E01015475,E02003226,1393678323.2438607,24.218748275608554,13.140404833780549,0.7129109863672815,15.99839615076183,0.7016840417000801,0.1427755568246716,0.9647058823529411,124.29831595829992,0.9058956916099772,10.950262539222262
E01015477,E02003226,3015247073.705179,24.21788978555782,15.772389800292546,0.7119955776672194,19.955776672194585,0.1381978993919292,0.49800796812749004,0.9647058823529411,171.36539524599226,0.9058956916099772,11.28004718455912
E01015478,E02003232,5666403851.441241,24.2183302752174,4.880264749,0.6957590657652121,24.76951444376153,0.2765826674861709,0.3325942350332594,0.9701492540597015,181.31530424093424,0.9048442906574394,12.975200191047264
E01015479,E02003228,1730362164.3713906,24.232580948086465,-24.26059684,0.6910339256865913,21.60743134087237,0.9087237479806138,0.44424700133274103,0.9400000000000001,82.79483037156704,0.912,10.948278988759624
E01015480,E02003226,9052756911.504425,24.217893216250385,10.720651400972688,0.7537537537537538,14.714714714714711,0.075075075,0.4424778761061947,0.9647058823529411,103.43677010343676,0.9058956916099772,10.978355343825374
E01015481,E02003224,1844006358.139535,24.217690238656637,15.557417116560112,0.6506300114547537,20.4467354,0.1718213058419244,0.33222591362126247,0.9999999998823528,85.91065292096219,0.8494809688581314,10.87497959919544
E01015482,E02003224,156686792.32779098,24.219245070417685,17.90153265450911,0.6199842643587726,18.17466561762392,0.3304484657749803,0.047505938242280284,0.9999999998823528,118.01730920535012,0.8494809688581314,12.12904271630703
E01015483,E02003224,2104611031.5789473,24.178051133903768,17.484360954009954,0.5727871250914411,17.702999268471103,0.054864667,0.32894736842105265,0.9999999998823528,109.7293343087052,0.8494809688581314,11.479034258068626
E01015484,E02003224,3378643473.267327,24.217596736687458,-11.8367142,0.5738714090287278,17.16826265389877,0.068399453,0.49504950495049505,0.9999999998823528,102.59917920656636,0.8494809688581314,13.56412312701874
E01015485,E02003224,13032311624.590162,24.19532244167518,8.928744767857959,0.6770280515542078,21.455648218347235,0.045489006823351,0.2459016393442623,0.9999999998823528,113.72251705837756,0.8494809688581314,12.052247190589346
E01015486,E02003224,1378009931.6831684,24.25900577469746,9.404269829110907,0.573469388,17.891156462585034,0.068027211,0.49504950495049505,0.9999999998823528,102.04081632653062,0.8494809688581314,11.698250839117575
E01015487,E02003234,978737965.7746478,24.271307206055113,8.919449874354454,0.6161548731642189,19.492656875834445,0.046728972,0.28169014084507044,0.8979591836734694,120.16021361815754,0.9072,11.632240025655909
E01015488,E02003234,134273931.73117822,24.21771759824852,-2.818446614,0.6029411764705882,16.97860962566845,1.570855614973262,0.25521054870267973,0.8979591836734694,120.32085561497324,0.9072,10.106191286357554
E01015489,E02003234,1264398733.067729,24.178539901339345,-3.758361584,0.5746730901582932,22.161046111493462,0.1720578114246387,0.5976095617529881,0.8979591836734694,123.88162422573986,0.9072,11.0341313120349
E01015490,E02003234,17281978458.69565,24.19532244167518,8.928744767857959,0.6386217948717948,19.95192307692308,0.0360576923076923,0.5434782608695652,0.8979591836734694,144.23076923076923,0.9072,11.643182474872171
E01015491,E02003234,980136026.4993025,24.218610594770215,-7.982543913,0.6368876080691642,15.85014409221902,1.5489913544668588,0.18596001859600186,0.8979591836734694,129.6829971181556,0.9072,11.304155729900453
E01015492,E02003234,2311822277.0870337,24.219782815974607,8.019774811835427,0.6558823529411765,15.441176470588236,0.8272058823529411,0.19982238010657194,0.8979591836734694,132.35294117647058,0.9072,11.19421433961753
